"shutdown_id";"words_str";"tags_str"
1186;ульяновск,г,димитровградское,ш,д.,0,0/(ост.карасёвка),0//карасевка,0/ак.,павлова,0/майская,гора,ульяновск,г,станционная,ул,д.,1,10,11,12,13,14,15,16,17,18,19,19а,19б,2,20,21,21/б,21а,22,22б,23/а,23/б,3,4,5,6,7,8,9,ульяновск,г,тихая,ул,д.,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24/а,25,26,26/а,27,28,29,33,4,5,6,7,8,9,ульяновск,г,песчаная,ул,д.,2,ульяновск,г,привокзальная,ул,д.,9,ульяновск,г,садовая,ул,д.,1,10,11,12,13,13а,14,15,16,17,18,19,2,20,21,21/а,22,23,27,27/а,3,4,5,6,6/а,7,8,9,ульяновск,г,гоголя,ул,д.,0гараж,ульяновск,г,гусева,ул,д.,1,10,11,12,1-2,13,14,15,15/,15а,16,1в,22,5,6,7,7а,8,9,ульяновск,г,балтийская,ул,д.,0,24,ульяновск,г,академика,павлова,ул,д.,0,ульяновск,г,академика,павлова,пер,д.,18;Street,Street,Street,Street,Street,Street,O,O,O,Street,O,Street,Street,Street,Street,Street,Street,Street,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Street,Number,Number,Number,Number,Number,Number,Number,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Street,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Street,Number,Number,Number,Number,Number,Number,Number,Street,Street,Street,Street,O,Street,Street,Street,Street,Street,Street,Street,Street,O,Street,Street,Street,Street,Street,Street,Number,Number,Number,Range,Number,Number,Number,Number,Number,Number,Street,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number
1187;по,заявке,потребителя;Street,O,O
1188;по,заявке,потребителя;Street,O,O
1189;ульяновск,г,камышинская,ул,д.,24;Street,Street,Street,Street,Street,Number
1190;ульяновск,г,рябикова,ул,д.,104,68а,0,вост.д.№100,100кв.1,70а,58,106а,54б,86,94,54а,76,0,100(бывш.,кв.3),66а,92,46,72кв.2,92/90,102,74,74а,100,80,82,52,66,72-3,98,68,80а,88,90,60,72,70,96,100а,ульяновск,г,ефремова,ул,д.,89а,63,99а,56,89/а,561,56а,91,73,83,99,111,79,113,97,69,89,91а,107,82,75,123а,80,59,67,71,0,115,82г;Street,Street,Street,Street,Street,Number,Number,Street,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Street,Number,O,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Range,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Street,Street,Street,Street,Street,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Street,Number,Number
1191;ульяновск,г,степана,разина,ул,д.12,ульяновск,г,спуск,степана,разина,ул,д.,12;Street,Street,Street,Street,Street,Number,Street,Street,Street,Street,Street,Street,Street,Number
1192;ульяновск,г,степана,разина,ул,д.,12,ульяновск,г,спуск,степана,разина,ул,д.,12;Street,Street,Street,Street,Street,Street,Number,Street,Street,Street,Street,Street,Street,Street,Number
1193;ульяновск,г,рябикова,ул,д.,78;Street,Street,Street,Street,Street,Number
1194;ульяновск,г,светлый,3,пер,д.,3,7,1,11,5,13,9,ульяновск,г,светлая,ул,д.,1,7,9,3,5,11,2,6,ульяновск,г,светлый,1,пер,д.,12,3,6,4,8,10,2,1,ульяновск,г,нахимова,пер,д.,1,5,12,2,3,8,4,11,6,10,9,7,ульяновск,г,светлый,2,пер,д.,10,3,12,11,5,9,4,7,6,8,2,ульяновск,г,марии,мусоровой,ул,д.,27,44,23,21,31,29,42,34,36,32,25,40,38,ульяновск,г,д.,0,ульяновск,г,брестская,ул,д.,26,ульяновск,г,языкова,пер,д.,5,7,1,3,11,9,13,15,17;Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Street,Street,Street,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Street,Street,Street,Number,Street,Number,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Number,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Number,Number,Number
1195;ульяновск,г,светлый,3,пер,д.,3,7,1,11,5,13,9,ульяновск,г,светлая,ул,д.,1,7,9,3,5,11,2,6,ульяновск,г,светлый,1,пер,д.,12,3,6,4,8,10,2,1,ульяновск,г,нахимова,пер,д.,1,5,12,2,3,8,4,11,6,10,9,7,ульяновск,г,светлый,2,пер,д.,10,3,12,11,5,9,4,7,6,8,2,ульяновск,г,марии,мусоровой,ул,д.,27,44,23,21,31,29,42,34,36,32,25,40,38,ульяновск,г,д.,0,ульяновск,г,брестская,ул,д.,26,ульяновск,г,языкова,пер,д.,5,7,1,3,11,9,13,15,17;Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Street,Street,Street,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Street,Street,Street,Number,Street,Number,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Number,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Number,Number,Number
1196;ульяновск,г,светлый,3,пер,д.,3,7,1,11,5,13,9,ульяновск,г,светлая,ул,д.,1,7,9,3,5,11,2,6,ульяновск,г,светлый,1,пер,д.,12,3,6,4,8,10,2,1,ульяновск,г,нахимова,пер,д.,1,5,12,2,3,8,4,11,6,10,9,7,ульяновск,г,светлый,2,пер,д.,10,3,12,11,5,9,4,7,6,8,2,ульяновск,г,марии,мусоровой,ул,д.,27,44,23,21,31,29,42,34,36,32,25,40,38,ульяновск,г,д.,0,ульяновск,г,брестская,ул,д.,26,ульяновск,г,языкова,пер,д.,5,7,1,3,11,9,13,15,17;Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Street,Street,Street,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Street,Street,Street,Number,Street,Number,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Number,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Number,Number,Number
1197;ульяновск,г,светлый,3,пер,д.,3,7,1,11,5,13,9,ульяновск,г,светлая,ул,д.,1,7,9,3,5,11,2,6,ульяновск,г,светлый,1,пер,д.,12,3,6,4,8,10,2,1,ульяновск,г,нахимова,пер,д.,1,5,12,2,3,8,4,11,6,10,9,7,ульяновск,г,светлый,2,пер,д.,10,3,12,11,5,9,4,7,6,8,2,ульяновск,г,марии,мусоровой,ул,д.,27,44,23,21,31,29,42,34,36,32,25,40,38,ульяновск,г,д.,0,ульяновск,г,брестская,ул,д.,26,ульяновск,г,языкова,пер,д.,5,7,1,3,11,9,13,15,17;Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Street,Street,Street,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Street,Street,Street,Number,Street,Number,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Number,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Number,Number,Number
1198;ульяновск,г,светлый,3,пер,д.,3,7,1,11,5,13,9,ульяновск,г,светлая,ул,д.,1,7,9,3,5,11,2,6,ульяновск,г,светлый,1,пер,д.,12,3,6,4,8,10,2,1,ульяновск,г,нахимова,пер,д.,1,5,12,2,3,8,4,11,6,10,9,7,ульяновск,г,светлый,2,пер,д.,10,3,12,11,5,9,4,7,6,8,2,ульяновск,г,марии,мусоровой,ул,д.,27,44,23,21,31,29,42,34,36,32,25,40,38,ульяновск,г,д.,0,ульяновск,г,брестская,ул,д.,26,ульяновск,г,языкова,пер,д.,5,7,1,3,11,9,13,15,17;Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Street,Street,Street,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Street,Street,Street,Number,Street,Number,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Number,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Number,Number,Number
1199;ульяновск,г,светлый,3,пер,д.,3,7,1,11,5,13,9,ульяновск,г,светлая,ул,д.,1,7,9,3,5,11,2,6,ульяновск,г,светлый,1,пер,д.,12,3,6,4,8,10,2,1,ульяновск,г,нахимова,пер,д.,1,5,12,2,3,8,4,11,6,10,9,7,ульяновск,г,светлый,2,пер,д.,10,3,12,11,5,9,4,7,6,8,2,ульяновск,г,марии,мусоровой,ул,д.,27,44,23,21,31,29,42,34,36,32,25,40,38,ульяновск,г,д.,0,ульяновск,г,брестская,ул,д.,26,ульяновск,г,языкова,пер,д.,5,7,1,3,11,9,13,15,17;Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Street,Street,Street,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Street,Street,Street,Number,Street,Number,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Number,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Number,Number,Number
1200;ульяновск,г,фруктовая,ул,д.,7,ульяновск,г,промышленная,ул,д.,0,0/ул.рябикова,50,50западнее,азс,52,54,54в,55,55/промыш.,рынок,ульяновск,г,рябикова,ул,д.,0,0/ул.кузоватовская,21,21/поворот,азс,21а,21стр.1,25,25а,27,27/а,27а,31,35,49б,53,55,57,59,59а,61,61/37,61б;Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,O,Number,Number,O,Number,Number,Number,Number,Number,O,Street,Street,Street,Street,Street,Street,O,Number,Number,O,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number
1201;"ульяновск,г,промышленная,ул,д.,55,53б,51а,54,52,54(дог.4973),51,59,53,53а,54г,ульяновск,г,пушкарева,ул,д.,24,ульяновск,г,рябикова,ул,д.,0-,ул.камышинская,73,371,эт.,68а,70корп.2,81,70корпус,2,71,83,0,западнее,д.№77,45,49б,77/48,51,85,85а,67,47б,54б,69,70кор.2,21б,каб.17,49,69а,43,0/ул.отрадная,65,68,70кор,2,49/тц,""дарс"",73а,47,49/а,66а,70корп,2,77,79,47а,63,70,19б,75,19а,46/напротив,49а,0,вост.,дома,№60,37,70к.2,39,60а,70к.,2,27,29,29а,85б,75(н,9),21б,41,60,ульяновск,г,камышинская,ул,д.,16,14а,20,18а,18,12а,12б,0/ул.рябикова,16а,2а,43в,18/16,ульяновск,г,самарская,ул,д.,16,19,21,27,25,23,8,24,17,10,17а,22,18а,ульяновск,г,богдана,хмельницкого,ул,д.,30,35,30а,0,ульяновск,г,хо,ши,мина,пр-кт,д.,32,30,ульяновск,г,кузоватовская,ул,д.,0/ул.рябикова,40,40б,ульяновск,г,д.,0,ульяновск,г,отрадная,ул,д.,48,46";Street,Street,Street,Street,Street,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Street,Street,Street,Street,Street,Number,Street,Street,Street,Street,Street,Street,O,Number,Number,O,Number,Number,Number,Number,Street,Number,Number,Street,O,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,O,Number,Number,Number,Street,Number,O,Number,Number,Number,Number,Number,Street,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Street,O,O,Number,Number,Number,Number,Number,Number,Street,Number,Number,Number,Number,Number,O,Number,Number,Number,Street,Street,Street,Street,Street,Number,Number,Number,Number,Number,Number,Number,O,Number,Street,Number,Number,Street,Street,Street,Street,Street,Number,Number,Number,Number,Number,Number,Street,Number,Number,Number,Number,Number,Number,Street,Street,Street,Street,Street,Street,Number,Number,Number,Street,Street,Street,Street,Street,Street,Street,Street,Number,Number,Street,Street,Street,Street,Street,O,Number,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Number
1202;ульяновск,г,пушкарева,ул,д.,26;Street,Street,Street,Street,Street,Number
1203;л.шевцовой,55а,59а,61а,54б,(5,корп.),р.люксембург,30-36,у.громовой,2а,4,6,8,10,8а(,№,124);O,Number,Number,Number,Number,O,O,O,Range,O,Street,Street,Street,Street,Number,O,O,Number
1204;д200,дома,границах,:,ростовская-,автозаводская,-,горького,-,пер.,октябрьский;Number,O,O,O,O,Street,Street,Street,Street,Street,Street
1205;сп.,халтурина,20-26,пер.,новый,1-17,сп.,с.,разина,8-17;O,Street,Range,Street,Street,Range,O,O,Street,Range
1206;отрадная/рябикова,рябикова,72,72а,80,100.;O,Street,Number,Number,Number,Number
1207;"ульяновск,г,рабочая,ул,д.,7,11,17корп.1,5,9,17,19,4,13,8,2,1,21,3,ульяновск,г,краснопролетарская,ул,д.,30,32,32кв.,74,0,36а,15а,23,17,25,30.1,13а,15,34,30а,13,28а,ульяновск,г,рабочий,1,пер,д.,7,11,10,6,12,13,9,14,8,ульяновск,г,машзавода,им.""володарского"",с/т,д.,291,уч.,сад,№7,7,уч.92,7уч.41,11,уч227,11,уч.283а,7сад,уч,15,7,48,49,уч,сад12,246,уч,сад,№7,7уч.336,103,уч.,сад,№7,151,уч.,сад,№7,7,уч.17,7уч,223,106уч,8уч.193,ульяновск,г,мостостроителей,ул,д.,65,61,72/а,68/а,77,79,80/а,66/б,67,60,63,70,83,64,68,81,69,62,10,58,73,66,76/а,56,70/а,71,74/а,78/а,0,42,75,72,ульяновск,г,пионерская,ул,д.,18,ульяновск,г,рабочий,2,пер,д.,8,12,2,4,10,16,3,6,14,ульяновск,г,шоферов,ул,д.,5,3,1а,0,5/северо-западнее,1/а,9,ульяновск,г,крымова,ул,д.,43";Street,Street,Street,Street,Street,Street,Number,Number,Street,Street,Number,Number,Street,Number,Street,Street,Street,Number,Street,Street,Street,Street,Street,Street,Number,Number,Number,Number,Street,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Street,Street,Street,Street,Street,Street,Street,Number,Number,Street,Number,Number,Street,Number,Street,Street,Street,O,O,O,Street,Number,O,Street,O,Street,Number,Number,Number,Number,Number,Number,O,Street,Number,Street,Number,Number,Street,Number,Number,Street,Street,O,Number,Number,O,Street,O,Number,O,Street,O,Street,Number,O,Number,Number,Number,Street,Street,Street,Street,Street,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Street,Number,Number,Number,Street,Street,Street,Street,Street,Number,Street,Street,Street,Street,Street,Street,Street,Number,Street,Street,Number,Number,Street,Street,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,O,O,Street,Street,Street,Street,Street,Street,Number
1208;ульяновск,г,пожарный,пер,д.,5,10,3,6,4,ульяновск,г,гончарова,ул,д.,36,34,32,ульяновск,г,дворцовая,ул,д.,6,ульяновск,г,карла,маркса,ул,д.,1,ульяновск,г,бебеля,ул,д.,1;Street,Street,Street,Street,Street,Street,Number,Street,Street,Street,Street,Street,Street,Street,Street,Number,Number,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street
1209;ульяновск,г,камышинская,ул,д.,21;Street,Street,Street,Street,Street,Number
1210;артёма,7,11,аблукова,63;O,Street,Number,Street,Number
1211;ульяновск,г,каравко,пер,д.,10,17,3,4,5,6,8,9,ульяновск,г,комиссара,иванова,пер,д.,3,5,7,улица,ульяновск,г,любови,шевцовой,ул,д.,54,69,70,76,86,ульяновск,г,брюханова,пер,д.,20,1,2;Street,Street,Street,Street,Street,Number,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,O,Street,Street,Street,Street,Street,Street,Number,Number,Number,Number,Number,Street,Street,Street,Street,Street,Number,Street,Street
1212;ульяновск,г,3,интернационала,ул,д.,0,ульяновск,г,минаева,ул,д.,0,20,20/,12,сентября,22,24,26,28,30,32,34,36,36.1,38,38/1,40,42,42кв.2,44,46,5,7,7а,ульяновск,г,льва,толстого,ул,д.,20,ульяновск,г,железной,дивизии,ул,д.,0,ульяновск,г,карла,либкнехта,ул,д.,0/ул.ж.дивизии,12,14,15,20,22,22кв.,130,24,24/5а,стр.1,ульяновск,г,12,сентября,ул,д.,106а;Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Number,Number,Street,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,O,Number,Number,Number,Number,Number,Number,Number,Number,Number,O,Street,Street,Number,Street,Street,Street,Number
1213;аблукова,41,41б,к.1,2,3,43,45,47,59/7,63,смычки,5,пушкарёва,52,54,56,58;Street,Number,Number,O,Street,Street,Number,Number,Number,Number,Number,Street,Street,O,Number,Number,Number,Number
1214;ульяновск,г,отрадная,ул,д.,9;Street,Street,Street,Street,Street,Street
1215;"ульяновск,г,1,мая,ул,д.,34,31,45,33,35,42,43,40,32,27,28,41,29,16,30,39,47,36,24,22,20,37,38,ульяновск,г,машзавода,им.""володарского"",с/т,д.,178,6,109,2,ульяновск,г,д.,10";Street,Street,Street,Street,Street,Street,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Street,Street,O,O,O,Street,Number,Street,Number,Street,Street,Street,Street,Number
1216;ульяновск,г,радищева,ул,д.,175;Street,Street,Street,Street,Street,Number
1217;артема,11,аблукова,63,59,(пол.,дома);Street,Number,Street,Number,Number,O,O
1218;львовский,2а,пензенский,7,11,созидателей,2,8;Street,Street,Street,Street,Number,Street,Street,Street
1219;бакиснская,50,р.,люксембург,19,21.;O,Number,Street,Street,Number,Number
1220;ульяновск,г,циолковского,ул,д.,39,41,45,ульяновск,г,ульяны,громовой,ул,д.,0,2,2а,2б,2в,4,4/а,4а,5,5а,6,6с,торца,7,7восточнее,8,8а,ульяновск,г,юности,ул,д.,0,36,36восточнее,49,51,53,ульяновск,г,розы,люксембург,ул,д.,0,101,103,105,36,48,50,52,54,56,58,83,85,87,89,95,97,99,ульяновск,г,любови,шевцовой,ул,д.,59,59а,59б,ульяновск,г,орджоникидзе,ул,д.,41,43,44,45,50,53,55,57,59,ульяновск,г,павлика,морозова,ул,д.,46,48,49,50,52,53,54,55,57,58,59,60,61,62,63,64,65,66,68,69,70,71,71/а,73,75,77,ульяновск,г,бакинская,ул,д.,0блок,1,0блок,2,0блок,3,0блок,4,0блок,5,0блок,6,0к/н,114,116,118,120,126,128,130,132,134,136/41,137,139,139/а,141,141/а,143,145,149,151,153,155,157,159,161,163;Street,Street,Street,Street,Street,Number,Number,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,O,Street,Street,Street,Street,O,O,Street,O,Street,Street,Street,Street,Street,Street,Street,Street,Number,Number,Number,Number,Number,Street,Street,Street,Street,Street,Street,Street,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Street,Street,Street,Street,Street,Street,Number,Number,Number,Street,Street,Street,Street,Street,Number,Number,Number,Number,Number,Number,Number,Number,Number,Street,Street,Street,Street,Street,Street,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Street,Street,Street,Street,Street,O,Street,O,Street,O,Street,O,Street,O,Street,O,Street,O,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number
1221;ульяновск,г,циолковского,ул,д.,39,41,45,ульяновск,г,ульяны,громовой,ул,д.,0,2,2а,2б,2в,4,4/а,4а,5,5а,6,6с,торца,7,7восточнее,8,8а,ульяновск,г,юности,ул,д.,0,36,36восточнее,49,51,53,ульяновск,г,розы,люксембург,ул,д.,0,101,103,105,36,48,50,52,54,56,58,83,85,87,89,95,97,99,ульяновск,г,любови,шевцовой,ул,д.,59,59а,59б,ульяновск,г,орджоникидзе,ул,д.,41,43,44,45,50,53,55,57,59,ульяновск,г,павлика,морозова,ул,д.,46,48,49,50,52,53,54,55,57,58,59,60,61,62,63,64,65,66,68,69,70,71,71/а,73,75,77,ульяновск,г,бакинская,ул,д.,0блок,1,0блок,2,0блок,3,0блок,4,0блок,5,0блок,6,0к/н,114,116,118,120,126,128,130,132,134,136/41,137,139,139/а,141,141/а,143,145,149,151,153,155,157,159,161,163;Street,Street,Street,Street,Street,Number,Number,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,O,Street,Street,Street,Street,O,O,Street,O,Street,Street,Street,Street,Street,Street,Street,Street,Number,Number,Number,Number,Number,Street,Street,Street,Street,Street,Street,Street,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Street,Street,Street,Street,Street,Street,Number,Number,Number,Street,Street,Street,Street,Street,Number,Number,Number,Number,Number,Number,Number,Number,Number,Street,Street,Street,Street,Street,Street,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Street,Street,Street,Street,Street,O,Street,O,Street,O,Street,O,Street,O,Street,O,Street,O,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number
1222;с.,луговое,ул.,дорожная,22,молодежная,дорожная.;O,Street,Street,Street,Number,Street,O
1223;пг,воробьёва,22-102;Street,O,Range
1224;ульяновск,г,аблукова,ул,д.,31,23,29,ульяновск,г,пушкарева,ул,д.,26;Street,Street,Street,Street,Street,Number,Number,Number,Street,Street,Street,Street,Street,Number
1225;ульяновск,г,богдана,хмельницкого,ул,д.,19,13,18,ульяновск,г,ефремова,ул,д.,21;Street,Street,Street,Street,Street,Street,Number,Number,Number,Street,Street,Street,Street,Street,Number
1226;впу,лихачева,12,(мсч,уаз);O,Street,Number,O,O
1227;ульяновск,г,гая,пр-кт,д.,69,ульяновск,г,нефтяников,проезд,д.,2,ульяновск,г,энергетиков,проезд,д.,10,1,4;Street,Street,Street,Street,Street,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Street
1228;заречная,7,наварить,заплатку,трубе,заречная,7.;Street,Street,O,O,O,Street,Street
1229;ульяновск,г,сурова,ул,д.,13,15,12,6,1,26,28,17,4,19,27,7,23,18,16,21,24,14,0,10,11,25,22,30,9,2,3,20,5,31,ульяновск,г,старосельдинская,ул,д.,3,63,0,43,83,1,16,27,59,28,33,29,12,49,79,2,39,55,37,53,57,22,31,65,71,11,6,5,51,87,9,19,73,45,41,10,14,20,24,7,21,85,8,75,18,23,35,77,30,13,4,17,67,26,15,61,ульяновск,г,пеньевского,ул,д.,7,5,1,3,2,6,9,4,8,10,ульяновск,г,добрая,ул,д.,15,45;Street,Street,Street,Street,Street,Number,Number,Number,Street,Street,Number,Number,Number,Street,Number,Number,Street,Number,Number,Number,Number,Number,Number,Street,Number,Number,Number,Number,Number,Street,Street,Street,Number,Street,Number,Street,Street,Street,Street,Street,Street,Number,Street,Number,Number,Street,Number,Number,Number,Number,Number,Number,Number,Number,Number,Street,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Street,Street,Number,Number,Street,Number,Number,Number,Number,Number,Number,Number,Number,Street,Number,Number,Street,Number,Number,Number,Number,Number,Number,Number,Street,Number,Number,Number,Number,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Street,Street,Street,Street,Number,Number
1230;узла,сев.,венец,14-28,симбирская,51,радищева,162,(,№,136),168,(,шк,№,57);O,O,Street,Range,Street,Number,Street,Number,Street,O,Number,Number,Street,Street,O,Number
1231;.,:,ростовская,автозаводская,з.,бульвар,50,лет,влксм,терешковой;Street,O,Street,Street,O,O,Number,Street,Street,Street
1232;узла,сев.,венец,18,(,№136);O,O,Street,Number,Street,Number
1233;ростовская,18,автозаводская,46,48,ростовская,63;Street,Number,Street,Number,Number,Street,Number
1234;камышинская,41,камышинская,22,30,рябикова,72.;Street,Number,Street,Number,Number,Street,Number
1235;ульяновск,г,рябикова,ул,д.,85;Street,Street,Street,Street,Street,Number
1236;ульяновск,г,кролюницкого,ул,д.,10,6,8,12,ульяновск,г,гагарина,ул,д.,30,28,26;Street,Street,Street,Street,Street,Number,Street,Street,Number,Street,Street,Street,Street,Street,Number,Number,Number
1237;ростовская,63,автозаводская,46,48,ростовская,63.;Street,Number,Street,Number,Number,Street,Number
1238;от,амурской,инзенской;Street,O,O
1239;у.громовой,1,5,л.шевцовой,53,54б,55,57,59,р.люксембург,30,32,34,36,36а,40а,сев.венец,32;O,Street,Street,O,Number,Number,Number,Number,Number,O,Number,Number,Number,Number,Number,Number,O,Number
1240;ефремова,91,107;Street,Number,Number
1241;закрытие,для,ук,пионерская,12,14;O,O,Street,Street,Number,Number
1242;ульяновск,г,льва,толстого,ул,д.,5,4,6,13,1,2,ульяновск,г,набережная,реки,свияги,ул,д.,142,134,146,136,83,132,144,130,138;Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Number,Number,Number,Number,Number,Number,Number,Number
